content,polarity
Recomiendo a los alumnos de Comunicación de la @universidadcjc seguir #iredes van a aprender mucho ;),5
Lo de retuitear a la competencia me parece que es una utopía entre los medios españoles y ya se ha comprobado en muchas ocasiones #iredes,3
Reflexión del día: los hay consortes y los hay con suerte.,5
Mentiras y cintas de video. La Junta Electoral ordena retirar el video del Ministerio de Trabajo. Claro!!!!,2
Antes del 20N el fichaje del  marido de Soraya por Telefónica habría sido inobjetable. Lo feo es que coincida con su llegada al poder.,2
La universidad hoy debe abandonar la burbuja y participar en la conversación #iredes,2
"Irene Villa: """"El aborto no es un derecho de la mujer; es un martirio"". @TelediarioInter 20:30",1
"Cómo emprender en 60 minutos http://t.co/qWwT8x2C Lunes, a las 19 horas, en @CIBBVA @LaRedInnova",5
"Viendo intervenciones PSOEAsamblea, Mucho daño ha hecho la gran intervención de @luciafigar  #reformalaboral:  http://t.co/CBrk92FR #escuece",1
"Me pregunto si el tipo que coloca el cartel amarillo de ""peligro, suelo deslizante"", no se cae al llegar al centro del charco.",3
"Veo q la tortilla de patatas provoca grandes debates, diré que me gusta poco cuajada, con el huevo un poco crudo por dentro y no muy ancha.",3
"Sólo Grecia, Malta, Chipre y España no tienen leyes d transparencia en Europa. ZP la prometió y se quedó en promesa. Opacidad=Corrupción.",1
;-)) seguimos ;-)) RT @victorggpp: @Martarinconpp @jotacarmona_es @mariviromero @MerceGonzalezM equipo irrepetible,5
Gracias a ti por regalarnos algo tan precioso ;-)) RT @jonatansantos: @mariviromero Gracias guapa!,5
Un político faltón y desabrido ha emplazado hoy a EM a que aporte pruebas de que la policía le está investigando. Pronto las tendrá.,1
Telefónica contrata a marido d la Vicep. del Gobierno y a esposa del Sec. Gral. del PSOE en el Congreso. NEPOTISMO Y TRAFICO  INFLUENCIAS,1
Ofreceremos un pacto por el empleo con sindicatos y autónomos a toda la sociedad.,4
"Con @javierarenas_pp, los tiempos q vienen son de construcción, confianza, colaboración y corresponsabilidad para levantar nuestra tierra.",5
"Con @javierarenas_pp ha llegado la hora del cambio y de las oportunidades, pq el futuro Gobierno del cambio está comprometido con Andalucía.",5
Mi tercer #FF va dedicado a los interventores y apoderados q el próximo domingo realizarán una importantísima labor x el cambio en Andalucía,5
Acto en Sevilla con calor y compromiso. Llegamos a Huelva para fin de campaña. #25MRebélate,4
“@marilink: La foto del dia: @gallir pidiéndole autógrafo a @ristomejide http://t.co/GYKid3Vo” Menéame ahora...,4
Y con esta estrategia sorprendente me despido esta noche. :)))un abrazo ;) RT @Arghe06: (cont) http://t.co/vaKkZypq,4
La ducha escocesa en q se mueve nuestra economía (optimismo/pesimismo) puede durar mucho tiempo. Momento d dudas y signos contradictorios.,1
"http://t.co/iBkRzDGNvideocapítulo del concierto de Veracruz, homenajeando a otro gran poeta mexicano, Agustín Lara.",5
Un municipio de Guerrero confirma dos muertos por el terremoto de hace 2 días http://t.co/M5qP30uq,1
"Lo mejor es que me encuentro muy bien de la voz pese a todos los viajes y la promoción tan intensa que hemos tenido, estoy muy contento.",4
Recomendable articulo de @juanlusanchez sobre la ley de transparencia http://t.co/a0CYTHPI,4
Si los andaluces y andaluzas así lo quieren el 26-M habrá otra forma de gobernar en Andalucía q trabajará desde el minuto uno x esta tierra.,4
Si conseguimos la holgada mayoría que necesita el CAMBIO trabajaremos desde el minuto uno para ganar la partida al PARO y a la CRISIS.,5
Concentración !!! RT @Alfredo_Gaga: @Buenafuente Hola!! La clase de informática es un coñazo..  @MaRiia_McFly y @BrigidaBuendia,2
Este finde pasamos ya al horario de verano!!! siiii!,4
"Oreja pide a Rajoy que ""rompa"" con la ""secuela de la negociación"" con ETA http://t.co/RnfQo9Uy vía @libertaddigital",2
Mi #ff a los seis legionarios que combatieron heroicamente el 7 de marzo http://t.co/9n6ymjwM,4
Feliz!! #yeswespain y #yeswespainISDIFFERENT han superado los 150.000 espectadores!! Gracias a todos!!,5
"Felipe pide ""sentido común"" a Rajoy por las reformas. Rajoy apela al sentido común para hacerlas. No perdamos el sentido. #25MRebélate",2
Manipula el término transparencia para el ajuste y el castigo a la inversión y los servicios públicos. El gobierno interviene la política.,2
@cayo_lara has pedido perfon por quitarle derecho a voto a los paraplejicos? Desafortunado simil cuanto menos,2
#FF RT @patriestevez: @maruhuevar @JoseMacill72 @GuillermoUtrera @anaroski @mariviromero @au_auxiliadora @MSacra todos a una #votaPP oleee,4
En los últimos años he aprendido a leer la prensa salmón. No sé x q pienso q en sus páginas vendrá la primera señal de q la tormenta pasa.,4
"RT @namarty: @mariviromero Recordad el domingo se adelanta el reloj una hora, excepto en Andalucía que se adelanta 34 años. #elcambioandaluz",3
"“@la_informacion: El hermano de Merah se declara ""muy orgulloso"" de los asesinatos de Toulouse http://t.co/6loFSDpq” @Suanzes",1
"Mañana publico en #larazóndelsábado artículo sobre el nuevo #ipad ""Nos toca morder"" ... @LARAZON_es",4
"Acabo de hacerme suscriptor de Mongolia, una nueva revista satírica que dará que hablar http://t.co/19ujzfGh",3
"Es inaudito lo de la profesora pidiendo 1 minuto d silencio x el terrorista francés. Dijo q fue ""víctima"" de Sarkozy. Normal q la despidan.",1
Y más...“@Dirigentes: Prénatal sella un acuerdo para cerrar 40 tiendas y despedir a 273 trabajadores http://t.co/HXoll72L #economia #ecofin”,2
"?@PaquiVicente: Toxo: ""Por encima del derecho a trabajar, prevalece el derecho a la huelga"".Comunistas y socialistas de #Tw,¿Me lo explican?",3
"Cuando la marea azul invade España, aquí tenemos la blanca y verde!!!",3
Vamos a por #yeswespainISDIFFERENT !! Nos quedan solo 10 en Madrid!!,4
"Ofrecemos un gobierno decente, de soluciones y que apoye el talento, que es mucho y nos sobra en #Andalucía. #votaPP",5
"Sin vosotros no soy nada. Con la fuerza del sur, ganaremos el futuro. Nadie nos va a poner de rodillas.",5
"Si queremos, podemos! Depende de ti! Vamos a ganar las elecciones!",4
"El soundcheck de hoy lo compartiré con la prensa de México DF, gracias por  vuestra compañía.",4
Mañana GIRONA!!!,4
Cafe Berlin. Flipando con el concierto en directo. Ríete de Manhattan. http://t.co/4czNjIwf,4
Buen día amigos : ),5
;-) RT @MayteOtero: #sumatealcambiodehora RT @elmundo: Adelante esta noche su relojes: a las 02.00 serán las 03.00 http://t.co/WsIPql37,4
El niño del avatar era más listo y despierto que el adulto que hoy le pone. Y como los de @asuntosgarrido lo hablaba todo con la Z. AdioZ :),3
"+ 1.000 MT @manuelerice: @ajmencia Enhorabuena a todos por #iRedes. Magnífico resumen de @jlori. Redes y Twitter, mas importantes #storify",5
"¿Tiene sentido la política fiscal del Gobierno?, por Ignacio Conde-Ruiz  y Juan Rubio-Ramírez http://t.co/5mOejUzX",3
"""Pacheco y el PSOE le chuparon la sangre a Jerez y aparecen ahora...: http://t.co/TohqiWEg vía @diariodejerez",1
"Un cuento infantil de mi amiguete Juancho, si os gusta votar por el que es buena gentehttp://t.co/yq0UuWXf",5
Sabina anima a participar en el 29-M con el canto “a la huelga madre”. Y Serrat también. ... http://t.co/t5TLMnXs,3
Que os parece que @Gllamazares pretenda usar sus privilegios de diputado para que a sus recomendados se les perdonen las multas?,2
"Barcelona 20 grados, solecito... Que maravilla!!!",5
Cantando Yolanda con @jesusmarana y @juanluiscano Tarde de arte http://t.co/NV8uocGp,4
EE.UU. no pone un duro en España http://t.co/lfGvT8ZP,2
Impresionante el reportaje de @informesemanal ahora mismo sobre el seguimiento a etarras...,4
"Mil gracias ;-)) RT @monchomartinez1: @mariviromero @informesemanal Los mejores deseos para mañana, desde Valladolid",5
Hoy en Sopuerta(Bizkaa):Un edil de Bildu amenaza a sus vecinos por ir contra el proceso -http://t.co/qbrDGMWU vía @larazon_es,2
"Ya en marcha la web especial de  @giraldatv para la #ssanta12. Emisión en directo, chat, noticias… http://t.co/EDAuBZll¡Disfrútala!",4
Lista para descargar en tu móvil o tableta la aplicación oficial de@giraldatv para la #ssanta12 Gratis!!TV de servicio pco para #sevillahoy,4
"Hoy sábado soñemos... ""The river of dreams"" de Billy Joel. Para ti. http://t.co/IvtmtYFj",4
"“@evalovemusic1: @David_Busta madre de dios, se me hace raro unir bustamante 30 años jaja”YA SOMOS DOS!!! jajajaja",4
GRACIAAAAAAAAAS!!!! OS AMOOOOOOOOOO!!!!,5
Y @naranjoisabel votando ;-)) http://t.co/fFOaoaAy,4
ahora con @Ana_Torroja en Protagonistas fin de semana!!,4
Lo único nuevo es una Delegada del Gobierno que castiga el derecho de manifestación y se burla de las iniciativas de los diputados.,1
Buen domingo tengamos,4
“@maximhuerta: @David_Busta Treinta!? Bien vividos! Un abrazo fuerte estrella.”Muchas gracias querido!!!,5
"tenemos 5 veces mas q California ""Nuestra economía no puede soportar el exceso de universidades"" http://t.co/oP4nk0xT",2
"Gran Pregón d #ssanta12 el de Ignacio P.Franco.En directo en @giraldatv,en nuestra web http://t.co/KAvZwnqh y x 1a vez en lenguaje de signos",4
"Para los grandes defensores de la España autonómica, una gran recomendación, ""La casta autonómica"" de Gabriel Cruz y @sanmima . Libro 10!",4
@David_Busta Felicidades David! Me encanto tu ultimo videoclip! (cantando las 40 a unos plastas ;),5
"“@Jandrohormig: @David_Busta Felicidades y disfruta de tu melena, otros no pudimos...”JAJAJAJA! por mucho tiempo! Gracias!!!",4
"Quiero agradecer a todos los que me saludaron en la Disco en Alicante, al 52% de -eres un maquina!-al 34% de -nos hacemos unas pajillas-...",4
RT @Berto_Romero: Tomando un café con mi amiga Sandra / Coffee with my friend Sandra http://t.co/M9ApHKYz,4
La hecatombe,1
Durante 4 años en España: Inyección de 110.000 millones de euros a la banca http://t.co/UKD3jVMQ,2
"Me ha dolido la muerte de Tabucchi como si le conociera. Bueno, leer a algunos escritores es como conocerles...",1
andaluces y asturianos van a propiciar nuevos #gobiernos populares d @javierarenas_pp @cherines_pp tan buenos como @conmdcospedal  en #CLM,5
“@Carlos_Latre: @David_Busta felicidades GRande!!!;) todo mi cariño!!;)” GRACIAS AMIGO!!!,5
"Mucha tranquilidad entre los populares andaluces. También en el circulo de Rajoy, desde donde no preven que llegue a Génova antes de las 8",3
Difícil interpretar aún esta caída en la participación en las elecciones en Andalucía y en Asturias. Desconcierto en las redacciones.,1
Oigo que la noche será larga en Andalucía. Por lo ajustado del resultado? o por cómo hará la Junta el recuento? #transparencia,2
"Para analizar la participación, no hay que comparar Almería con Sevilla, si no dentro de cada provincia determinados municipios :) :) :)",3
Ahora a esperar los resultados de las elecciones mucha suerte a los andaluces y asturianos en especial a J. Arenas y Cherines,4
Si sólo hay una encuesta(IPSOS) pq he contabilizado ya 20diferentes resultados israelitasaa? #IntoxicadoresDeJornadaElectoral,2
Lo qe les fastidiara de la foto es que se ve que son solo17concentrados para respaldar a los 16 presos deETA deElorrio http://t.co/vdw6wQUy,2
"Estamos a punto de empezar en @CCMTV1 el programa  especial de las elecciones andaluzas y asturianas, con @PMorales y un gran equipo",4
Esta tarde no he podido pasarme mucho por el barrio tuitero. Pero sigo aquí. @joseribagorda y yo os esperamos a las 21h en @informativost5,3
;-)))))) RT @elisa_cj: En la sede del @ppandaluz se respira tranquilidad #25M #Andalucía,5
Moncloa apuesta por 57 escaños y ya deben tener primeras papeletas escrutadas. Pero no noto euforia.,3
"En Asturias parece cnfirmarse la victoria del PSOE, se deberia dejar gobernar a l lista mas votada? Dado lo dificil para formar mayorias, si",4
Pp andaluz cauto. Todavía queda el recuento de las ciudades.,4
En Asturias Foro + PP y en Andalucía es de infarto...,2
No me da tiempo a contestar pero os digo a todos q siendo andaluza es para avergonzarse por el apoyo q han dado a los políticos corruptos.,1
Enhorabuena al PP de Andalucía. Victoria histórica. Respeto a la decisión de los andaluces.Ellos son dueños de su elección y de su futuro.,5
Ni un socialista pata negra después de un fin de semana mano a mano con el chófer de Guerrero habría soñado con esto #25M #Andalucía,3
El #erragate sale gratis. Gana Rubalcaba o Chacon?,3
"Viendo y escuchando a Cospedal, se diría que Cospedal está realmente contenta por el resultado de Arenas en Andalucía. (¿No?) #25M",4
Si Rajoy no presentara Reforma Laboral se diría que PP no gobierna Andalucía por falta de medidas.Hace falta discurso POLÍTICO.,2
"No se puede fiar todo una estrategia política al desgaste del adversario. La gente también necesita ilusión.  Arriola, !!!así no!!",1
Victoria sin gobierno: análisis del delegado de EL PAÍS en Andalucía. http://t.co/kEn4Eeqv via @el_pais,2
Para quien quiera seguir con el análisis puede hacerlo en el 24 horas con Xabier Fortes. Y mañana más en #losdesayunosdetve a las 9!!!!,4
"Andalucía y Asturias frenan al PP. Sube IU, está por ver si el PSOE entiende el voto crítico y la urgencia de izquierda sensata y con ideas",3
"Planeta creativo: nuevo placer otra interesante jornada con vosotros. Mañana pronto estoy con @susannagriso, que sigue a 6 puntos... a2.",5
"Vale, llamadme loco, pero creo que el capitán Haddock es familia de Alfredo Landa...#miscositas http://t.co/r9m8wZyJ",4
@SSantiagosegura tintín...he perfao...no atisbo a.... Viva Landa!!;),5
Duro revés para Rajoy. No existen las derrotas dulces. (Post en el blog El Patio del Congreso) http://t.co/64HaGHan,1
"Gracias, gracias, gracias a todos cuantos habéis seguido confiando en nuestro camino. Ahora toca seguir trabajando por Andalucia.",5
Momento de reflexión para Rajoy: Política no es la cajera de un supermercado que suma productos por código de ba... http://t.co/XNjT79qK,2
"Mirad. ¡Me he comido una ""h"" por segunda vez en el día de hoy! Y me disculpo por segunda vez. Lo siento. Pero estoy cansado. Bona nit.",2
Algunas paradojas electorales. Una victoria que decepciona y una derrota que trae alegría http://t.co/vch0TScN #25M,1
Seguimos actualizando en mi Facebook los videos de los musicos que participan en el nuevo disco. De (cont) http://t.co/JVuPslUr,4
"El Servicio Geológico de EE.UU. dice que terremoto que sacudio Chile anoche, fue de 7,2º (escala Richter)",1
Buenos días. Comenzamos semana política clave: resaca 25M- foto con Obama - huelga general - presupuestos.,3
En @tuitrafico encontraréis información del estado de las carreteras. Está muy bien,5
"Gracias :) RT @chtgarrote: Muchas felicidades por el especial de ayer, la más amplia, plural y completa cobertura informativa del #25M",5
#EPdesayunoPatxi xq formar una mesa de partidos fuera del parlamento? No es un ninguno de la voluntad electoral?,2
Atención: tanto PSOE como PP pierden votos en las andaluzas d ayer respecto a las anteriores d 2008. Diez puntos + d abstención.,2
"Covergència,después de su congreso,ha marcado claro su objetivo: llevar a Cataluña al conflicto social desde la insumisión d coche oficial",2
"Telita. RT @Manuiza64 Una hora esperando en baseTorrejón.Llega alguien de Exteriores.Y llama al militar de la entrada ""guardia"". Me ha matao",2
Gracias a todos x vuestra felicitacion. Un abrazo. http://t.co/fbnWbP2O,5
@LosadaPescador con retraso pero Feliz Cumpleaños!!,5
Asi es el Numero Uno  HOY A LAS 22:30 en http://t.co/Z0tdaQnC,4
Los vascos que para López no son vascos http://t.co/pm0PjVTY,2
Tiene delito que el que se ponga en la foto con sindicatos sea Valeriano Gomez. El Ministro del Paro del PSOE hasta antes de ayer #caradura,1
"@FedericoQuevedo @amadeoniza sí, Quevedo, pero no pueden pedir ayuda los q luego se lo gastan en coca, fiestas y prostitución #25M",1
"Carlos Floriano, de Organización del PP, ha hablado hoy en la COPE, Antena 3 TV, RNE y ABC Punto Radio. No puede hacer el chat de EL PAÍS.",2
Rajoy dice a su llegada a Seoul que los resultados en Andalucía no han sido un fracaso,4
Roban dos millones de euros en una joyería madrileña con un butrón - http://t.co/lPd40w3A,2
Y la corrupción sigue... Detenido el 'número 2' de la Diputación de Barcelona por tráfico de influencias http://t.co/YbCOS6ro,1
Detenidas 14 personas entre las 76 desalojadas de un edificio en Centro http://t.co/EkPS6NbE vía @elmundoes,1
Ya puede consultar en la web La Moncloa http://t.co/3frCdMwG el borrador del Anteproyecto de Ley de Transparencia y hacer sus aportaciones,4
"#leydetransparencia opaca. Restringida la política económica y monetaria, propiedad intelectual e industrial, más allá de estándar europeos",1
El gran Ferrán Adriá ahora en @apropios_rne,5
...y mañana prometo ser bueno y no reirme... Coño!!! qué hago entonces con @lamiradacitrica @MoristoMehide1 y @ElExpecial? Dios qué sinvivir,3
"JA, JA, JA!!! RT @Alfonso_Egea: Os juro que he intentado contenerme! Imposible... Pais este el nuestro http://t.co/vqc5j8Jw""",4
Últimamenteaa RT @DrFleischman: @JuanraLucas Últimamente dice usted unas cosas muy extrañas...,2
¿Afectarña Andalucía a los presupuestos del viernes? @TelediarioInter 20:30,2
"Hoy tendría q haber salido en rueda de prensa Arenas y explicarse. Vamos, digo yo q no poder gobernar a la cuarta merece una explicación.",2
"Cada vez se parece mas @Fede_dejuan a Alvaro Nadal con esa peluca!!! Es la leche, :DDDDDD",2
van a asaltar el Bundesbank? “@Elpregoneeero: FCC y ACS se adjudican un túnel en Alemania por 290 millones de euros http://t.co/fzt7u8Hv”,2
alaaaaaaaa “@AlbertoCuellarr: @maykanavarro un mordisco mejor ;-)”,4
"RT“@marianorajoy: Presentaremos unos Presupuestos austeros y continuaremos haciendo reformas, porque es lo que España necesita",2
El mapa de los #medios más influyentes http://t.co/N9XfnFWt #periodismo,4
"Ya está en marcha el procedimiento de consulta pública de la Ley de transparencia, acceso a la información... http://t.co/1CbjZtf9",4
http://t.co/NcywwjNapara aquellos que quieran ver un resumen de lo que fue mi concierto en Ensenada aquí está el #videocapítulo,4
Buenos días ;-)),5
"Agencia noticias SANA:Consejo Nacional Medios Sirio da licencias trabajo a 6 periódicos y 13 revistas d política,economia,sociedad y cultura",5
"El jefe del sondeo que + erró dice q la culpa quizá fue d los proPP, q votaron poco, o los proPsoe, q votaron demasiado http://t.co/JH9gcjRo",1
"Acabo de comprar por iTunes la versión de ""Hoy me voy"" del MTV a  dueto con @PaulaFernandes7 , esta buenísima..! .. Y la canción también !",5
El Número Uno arranca con derroche de voz y ritmo http://t.co/CUj2YEGU vía @antena3com,5
"No vi la gala de #ElNumeroUno, pero sí he visto el pedazo de 20,8% de audiencia que hizo. Felicidades, @tinetr y cía.",5
“@Mile_aguirre: @David_Busta cuando me vas a mandar un Besoaa Tengo qe seguir esperando? Jaja saludos desde Argentina.”BESAZOOOO!,4
"Rajoy celebra su 57 cumpleaños en Seúl: ""cumplir años no es bueno, no cumplirlos es peor"" http://t.co/zJ0mDANK",4
".@javierarenas_pp "" en #Andalucía a través de las urnas es posible la alternancia . Después de 30 años hemos ganado y ser los mas votados""",5
Las cámaras d @13tv_AlDia están preguntando: ¿cree q con el #25M se abre un ciclo político en España favorable al @PSOE y @_Rubalcaba_ ?,4
"PP admite q 25M ""ha dado alas"" a PSOE pero niega cambio ciclo. @jamonago dice en @servimedia q a Rubalcaba ""lo recogieron los Tédax"" el 20N",2
El TS condena a unos padres a pagar a sus vecinos 8.000 euros por el ruido de sus hijas al piano.,2
Las ofertas de última hora de http://t.co/5rR3tfOA son la bomba. Desde 25€/persona y noche...,5
"Con el plan de ajuste de Botella, los talleres culturales en los distritos de Madrid costarán un 40% más",1
"El Festival de #Málaga baja su gasto un 11,5 % al reducir algunas actividades http://t.co/mRsYk9oM",3
“Nosotras damos de comer a la humanidad” http://t.co/sjpKXnS1,5
Exigiremos al Ayuntamiento que mantenga el actual nivel de empleo municipal a todos los niveles de la administración http://t.co/vCHGTEhQ,4
Deseo de mucho éxito al alcalde de  Oropesa. Pasen y vean: Oropesa es la que más se esmera en recrear el Medievo - http://t.co/aYTrcDKK,5
"En el alemán d Normandía, miles d chicos d 19 o 20 q mataron y murieron creyendo q su aviación bombardeaba Nueva York. http://t.co/jo8CjhHK",1
Hoy se graban coros. Seguimos avanzando.,5
Obra de teatro para concienciar a nuestros escolares en la seguridad vial http://t.co/Cyd7casL,5
¡Curioso! ¿Se imaginan un concierto con efímeros instrumentos de hielo? Escuchen cómo suenan en este #video http://t.co/TqBM1NlA vía BBC,4
La paz y la seguridad internacional nos exigen un compromiso activo y España está a la vanguardia de este reto http://t.co/BOQdD7ee,5
"CSIF se felicita de q sólo les hayan congelado; el gob cat, molesto x quedarse sólo. Lo comentamos @Godivaciones en @TelediarioInter 20:30",3
¿Liberar a Otegui? @MariateDiez contará lo que se dice en los pasillos del Congreso. @TelediarioInter 20:30,3
Rubalcaba denuncia quelas mujeres son las más dañadas por los recortes y considera prioritaria la igualdad Debería mandar su plan a Valderas,1
"Juan Tardá (ERC) dice en el Congreso q en Cataluña hay recortes xq España ejerce ""expolio financiero"" sobre ellos. ¿En qué realidad vive?",1
"Gracias! RT @CarlosSosa_ @Tonicanto1 La sentencia. Soy el ""condenado"". Se lee rapidito, dolo tres folios. Saludos  http://t.co/mtCaO4Aa",5
X favor: una fotografía de Marín para elcongreso x 27.000€urazos!!!! No son muchos euros para una foto? Vía @elEconomistaes,1
"¡Cómo estoy de sensible (o de cegato)! He visto en el twitter Fulanito de Tal te ""ha agredido""... y no, era ""agregado""",3
Felicitats a l'equip de bàsquet del FCB per arribar a la Final Four! Felicidades al equipo de baloncesto del FCB por llegar a la Final Four!,5
Muere un brigadista en el incendio forestal de Orense http://t.co/JJoxBSCT vía Atlas,1
Cómo se llega a esto?,2
Montoro advierte de que el recorte del Presupuesto superará el 15% http://t.co/hEH2G7Tj via @abc_es,1
"La UE prevé que España suba impuestos, todo listo para la huelga y la renta mínima de inserción, amenazadahttp://t.co/jXmep9Rn#portadaEPC",1
"Habéis visto @El_Hormiguero? Acabo de contar que comienzo gira. Papitwo el 22 de septiembre en Sevilla, el 27 en... http://t.co/WTUnNDqa",4
"@DiegoMazon78 Yo también lo dí. No es lo mismo el ""quemado"" que el estrés de combate. Hay poco investigado en España.",2
"Se conoce que la publi ahora no dura ná, no?",4
“@giannill78: @David_Busta Guayaquil te espera con ansias!! Queremos darte un gran y merecido abrazo x ser tan artistaaaa!!”ABRAZOOOO!,5
Algunos venimos diciendo desde el siglo pasado q Alberto Ruiz Antañón era simulación y caspa. Los que se engañaban con él era xp querían,1
"Constatado que Gallardón no tiene ni idea de mujeres, me pregunto si sabrá algo de Justicia... porque él es ministro de Justicia, no?",2
Muy buen reportaje sobre el estrés postraumático en militares http://t.co/EmSPIZM9 via @marielarubio,4
Cumbre nuclear en Seúl.. Algunos avances.  http://t.co/guGjs560,4
Alarmante índice de ejecuciones en los escasos países que aplican la pena capital http://t.co/Ow0gpFTA vía @amnistiaespana,1
Andalucia: Javier Arenas ofrece diálogo para un pacto de gobernabilidad. Los socialistas insisten en que la 1ª opción es IU.,5
"Los 7 incendios declarados en Galicia, han calcinado más de 400 hectáreas de monte. Un brigadista moría en Castrelo do Val, Orense",1
"“@Vertele: Audiencias: ""Tú sí que vales"" lidera en Telecinco tras el partido de Champions http://t.co/B37X6y8v” Ouyesh!",5
Hasta De Guindos recibe la octavilla de @gllamazares...,2
Enhorabuena a @iescolar @basteiro @iurquizu @juanlusanchez @LuzSanchis @jordipc @rosamariaartal...  Nace eldiario.es http://t.co/SPwXf4ge,5
Lo de Gallardon es insufrible. Ahora utiliza a Martín Luther King para justificar su rancia visión de la mujer.,1
"""@mktfan: Una aplicación permite añadir “enemigos” a Facebook http://t.co/VKheP1DJ"" Ok, pero cuál es el máximo?",5
"No puede ser... Según El Programa de Ana Rosa, en los medios latinoamericanos dicen que Colate se ha liado con Ana Obregón...",2
"El 'ajustazo' de Botella es consecuencia de la política en 3D del ayuntamiento de Madrid: derroche, despilfarro y desmesura.",1
Pido a los ciudadanos que denuncien cualquier hecho violento o coacción. En redes sociales o a través de los teléf. de la Policía.,2
Esperanza Aguirre: Pido a los madrileños que cumplan con su deber cívico de denunciar cualquier acto violento cometido durante la huelga,2
Candidato d IU hablando d la mujer d las tetas gordas(x la delegada  d educación)Alguien ha oído a las feministas quejarse?Si fuera del PP..,1
Las cámaras d @13tv_AlDia están preguntando: ¿qué impuestos serían los menos dañinos en caso d q Rajoy decida subirlos? @eminambres,2
Pablo García-Rojo: “Eurovegas tiene su primera baza en la reforma laboral del PP” http://t.co/qTz2STQs,2
"Fátima Báñez: ""Las pymes han hecho 10.000 nuevos contratos fijos en mes y medio"". @GPPopular @ppcv @que_hacen",5
Casualidades de la vida: Lady Gaga y la Duquesa de Alba se van de cumpleaños http://t.co/Ua1Pgm7M,4
¿Os parece buena idea tuitear fotos de coacciones? Aguirre llama a colgar en Internet fotos de actos violentos http://t.co/kwE8MHRe,1
"El @PSOE consigue el escaño 17 en Asturias al ganar el voto emigrante, vía @lanuevaespana. @UPyD decidirá el gobierno de Asturias!!",5
Gobierno de Asturias en el aire. El órdago de Cascos se enfrenta ahora al escaño 17 logrado por el PSOE (voto emigrante),2
El voto emigrante da el diputado 17 al PSOE en Asturias. Empate izquierda-derecha. Atención al diputado clave de UPyD. http://t.co/8bPGyuwj,4
"Hoy, un homenaje al blog de mi esposa...  http://t.co/0EadVkCY",5
Bien por @javier_asturias y los asturianos!,5
Es @UPyD un partido de ppios? Sí por supuesto.Q harán ustedes en Asturias? ehhh.esto..uhmm a ver..si es que.bueno...depende.. @Borja_Semper,2
"Una gran sorpresa #grabandoundueto.  Joaquín con Miguel, Sabina con Bosé. Por ahora, no os puedo contar más :-) Mañana iremos al mar...",5
'El Ibex agrava sus mínimos anuales y pierde el nivel de los 8.000 puntos' http://t.co/drEXHPeu vía @expansioncom,1
'S&P pone en revisión su previsión de crecimiento de España' http://t.co/0PZdlt4L vía @expansioncom,2
"Boletín Banco d España: desviación déficit d CCAA fue x ""desfavorable evolución d ingresos"" xq gastos fueron ""inferiores a presupuestado"".",1
El Supremo juzga a Otegui. repasamos los que han apoyado su liberación @TelediarioInter 20:30,3
"N pediré q se disculpen ni locutores energúmenos ni gente con problemas con el alcohol, pero los d @periodistadigit si me deben una disculpa",2
"Empezamos enseguida!!! Si quiere información con criterio, @TelediarioInter 20:30 es su telediario.",4
Muy buenas a tod@s amigos. Ya estoy aquí de nuevo. Vuelta a la normalidad y muy contentos por la victoria de ayer en Champions. Vamoss..!!,5
"Por la cuenta que os tiene “@LostirantesdePJ: podemos afirmar de modo categórico y sin rubor alguno, que mañana no vamos a hacer huelga.”",3
Gracias :) RT @inesucas: @byuste gracias por la comida en @universidadcjc y la organizacion de las #UCJCemprende. Gran iniciativa!!!,5
Tiempos raros: las encuestas no anticipan los resultados y el gobierno no anticipa la reacción ciudadana. La democracia resiste. #29MHG,4
Para los que preguntáis. Mañana sólo se emitirán en TVE los telediarios como servicios mínimos pactados entre dirección y sindicatos.,3
"A 6 minutos de comenzar la huelga general, ya oigo los bocinazos ...lo primero : que no despierten a mi hijo por favor ...dormiremos?",2
"Uffff RT @montesinospablo: ""@esNoticia: El País &gt; El Supremo cita a Elena Salgado por un crédito que no concedió http://t.co/PgSVrmMZ""",2
"Por que le tienen que pegar patadas a las papeleras los que están cerrando los bares? No lo entiendo, de verdad que no lo entiendo",1
No entiendo tanta violencia RT @RafaelPorrasG: Puquetes atacan a Lis plicias en alcazabilla,1
Ole tu RT @AndreytaSanzera: @AlejandroSanz Como os imaginais el próximo disco? //Como el AIRE! INDISPENSABLE! ;p,4
Claroo Que hay pero todavia no ;) RT @jdanilopez77: @AlejandroSanz Entonces queaa? Hay discoaa?,4
El Gobierno informará sobre el desarrollo de la huelga general en una primera comparecencia a las 6h http://t.co/GOAsCXCC vía Interior,3
"Título de la obra: ""Inspiración asiática o como quedarse sin tinta en el bic"" ;-) http://t.co/2VYxNpBK",5
"Políticos (y otros) que para cuestionar y desprestigiar la huelga general añaden la palabra ""política"".",1
"B. Días. En unos minutos, en Herrera en la Onda. Huelga general. Hasta ahora 35 detenidos. Seguimiento desigual y guerra de cifras.",1
El peque ya en el cole y ahora tomando un café donde todos los días ;),5
"DGT: En general se registran las mismas retenciones de tráfico a esta hora, que el jueves pasado",2
Oeoeoeoeoeoeoe @jpedrerol oeoeoeoeoeoeoe @Gato_directo y oeoeoeoeoeoeoe @TelediarioInter !!!!! Enhorabuena!!!!! Maquinas!!!!!,5
